id,gender,age,number_of_kids,date,day,duration
437227,FEMALE,35,3,15.0,3.0,3.816666666666667
437227,FEMALE,35,3,16.0,4.0,0.9208333333333333
437227,FEMALE,35,3,19.0,0.0,3.9916666666666667
437227,FEMALE,35,3,20.0,1.0,4.175
437227,FEMALE,35,3,21.0,2.0,1.2416666666666667
430050,MALE,58,0,1.0,3.0,3.325
430050,MALE,58,0,2.0,4.0,4.095833333333333
430050,MALE,58,0,3.0,5.0,7.125
430050,MALE,58,0,5.0,0.0,3.7041666666666666
430050,MALE,58,0,6.0,1.0,3.7708333333333335
430050,MALE,58,0,7.0,2.0,1.7916666666666667
430050,MALE,58,0,8.0,3.0,1.0833333333333333
430050,MALE,58,0,9.0,4.0,0.8166666666666667
430050,MALE,58,0,10.0,5.0,5.308333333333334
430050,MALE,58,0,12.0,0.0,1.0541666666666667
430050,MALE,58,0,13.0,1.0,1.6875
430050,MALE,58,0,14.0,2.0,0.8166666666666667
430050,MALE,58,0,15.0,3.0,5.079166666666667
430050,MALE,58,0,16.0,4.0,2.783333333333333
430050,MALE,58,0,17.0,5.0,7.729166666666667
430050,MALE,58,0,19.0,0.0,3.4166666666666665
430050,MALE,58,0,20.0,1.0,3.8958333333333335
430050,MALE,58,0,21.0,2.0,0.6333333333333333
930237,FEMALE,47,3,1.0,3.0,3.8375
930237,FEMALE,47,3,2.0,4.0,2.725
930237,FEMALE,47,3,5.0,0.0,3.9208333333333334
930237,FEMALE,47,3,6.0,1.0,3.2291666666666665
930237,FEMALE,47,3,7.0,2.0,5.1
930237,FEMALE,47,3,8.0,3.0,4.441666666666666
930237,FEMALE,47,3,9.0,4.0,4.491666666666666
930237,FEMALE,47,3,12.0,0.0,2.7416666666666667
930237,FEMALE,47,3,13.0,1.0,4.533333333333333
930237,FEMALE,47,3,14.0,2.0,0.9083333333333333
930237,FEMALE,47,3,15.0,3.0,1.9916666666666667
930237,FEMALE,47,3,16.0,4.0,3.2666666666666666
930237,FEMALE,47,3,19.0,0.0,3.370833333333333
930237,FEMALE,47,3,20.0,1.0,1.8666666666666667
930237,FEMALE,47,3,21.0,2.0,4.516666666666667
380457,MALE,51,1,1.0,3.0,5.729166666666667
380457,MALE,51,1,2.0,4.0,5.125
380457,MALE,51,1,7.0,2.0,7.595833333333333
380457,MALE,51,1,8.0,3.0,3.783333333333333
380457,MALE,51,1,9.0,4.0,7.404166666666667
380457,MALE,51,1,13.0,1.0,5.7375
380457,MALE,51,1,14.0,2.0,5.475
380457,MALE,51,1,15.0,3.0,4.058333333333334
380457,MALE,51,1,16.0,4.0,5.220833333333333
380457,MALE,51,1,20.0,1.0,7.2
380457,MALE,51,1,21.0,2.0,4.475
347290,FEMALE,74,2,1.0,3.0,1.8958333333333333
347290,FEMALE,74,2,2.0,4.0,1.1875
347290,FEMALE,74,2,3.0,5.0,0.925
347290,FEMALE,74,2,4.0,6.0,1.7708333333333333
347290,FEMALE,74,2,5.0,0.0,1.4416666666666667
347290,FEMALE,74,2,6.0,1.0,0.6458333333333334
347290,FEMALE,74,2,7.0,2.0,0.8208333333333333
347290,FEMALE,74,2,8.0,3.0,4.0875
347290,FEMALE,74,2,9.0,4.0,3.1875
347290,FEMALE,74,2,10.0,5.0,3.7416666666666667
347290,FEMALE,74,2,11.0,6.0,2.154166666666667
347290,FEMALE,74,2,12.0,0.0,1.5083333333333333
347290,FEMALE,74,2,13.0,1.0,0.775
347290,FEMALE,74,2,14.0,2.0,1.7708333333333333
347290,FEMALE,74,2,15.0,3.0,3.6041666666666665
347290,FEMALE,74,2,16.0,4.0,3.4541666666666666
347290,FEMALE,74,2,17.0,5.0,0.7208333333333333
347290,FEMALE,74,2,18.0,6.0,2.3916666666666666
347290,FEMALE,74,2,19.0,0.0,3.845833333333333
347290,FEMALE,74,2,20.0,1.0,2.183333333333333
347290,FEMALE,74,2,21.0,2.0,3.1791666666666667
964452,MALE,31,1,1.0,3.0,5.316666666666666
964452,MALE,31,1,2.0,4.0,8.216666666666667
964452,MALE,31,1,3.0,5.0,5.1375
964452,MALE,31,1,4.0,6.0,7.025
964452,MALE,31,1,5.0,0.0,6.829166666666667
964452,MALE,31,1,6.0,1.0,5.725
964452,MALE,31,1,7.0,2.0,6.4875
964452,MALE,31,1,8.0,3.0,7.020833333333333
964452,MALE,31,1,9.0,4.0,5.841666666666667
964452,MALE,31,1,10.0,5.0,8.779166666666667
964452,MALE,31,1,11.0,6.0,6.204166666666667
964452,MALE,31,1,12.0,0.0,5.8125
964452,MALE,31,1,13.0,1.0,5.920833333333333
964452,MALE,31,1,14.0,2.0,9.108333333333333
964452,MALE,31,1,15.0,3.0,6.379166666666666
964452,MALE,31,1,16.0,4.0,6.983333333333333
964452,MALE,31,1,17.0,5.0,6.920833333333333
964452,MALE,31,1,18.0,6.0,6.325
964452,MALE,31,1,19.0,0.0,5.345833333333333
964452,MALE,31,1,20.0,1.0,9.1375
964452,MALE,31,1,21.0,2.0,9.4375
748292,FEMALE,26,2,1.0,3.0,1.95
748292,FEMALE,26,2,2.0,4.0,0.35833333333333334
748292,FEMALE,26,2,3.0,5.0,3.5083333333333333
748292,FEMALE,26,2,4.0,6.0,2.1333333333333333
748292,FEMALE,26,2,5.0,0.0,1.7875
748292,FEMALE,26,2,6.0,1.0,4.25
748292,FEMALE,26,2,7.0,2.0,1.0041666666666667
748292,FEMALE,26,2,8.0,3.0,1.1958333333333333
748292,FEMALE,26,2,9.0,4.0,3.8625
748292,FEMALE,26,2,10.0,5.0,1.8125
748292,FEMALE,26,2,11.0,6.0,3.3375
748292,FEMALE,26,2,12.0,0.0,0.8333333333333334
748292,FEMALE,26,2,13.0,1.0,4.4875
748292,FEMALE,26,2,14.0,2.0,2.875
748292,FEMALE,26,2,15.0,3.0,5.158333333333333
748292,FEMALE,26,2,16.0,4.0,4.779166666666667
748292,FEMALE,26,2,17.0,5.0,4.291666666666667
748292,FEMALE,26,2,18.0,6.0,2.4291666666666667
748292,FEMALE,26,2,19.0,0.0,2.316666666666667
748292,FEMALE,26,2,20.0,1.0,0.5208333333333334
748292,FEMALE,26,2,21.0,2.0,0.5791666666666667
205254,MALE,33,0,1.0,3.0,7.454166666666667
205254,MALE,33,0,2.0,4.0,7.058333333333334
205254,MALE,33,0,3.0,5.0,7.695833333333334
205254,MALE,33,0,4.0,6.0,6.979166666666667
205254,MALE,33,0,5.0,0.0,7.133333333333334
205254,MALE,33,0,6.0,1.0,8.891666666666667
205254,MALE,33,0,7.0,2.0,5.145833333333333
205254,MALE,33,0,9.0,4.0,8.3375
205254,MALE,33,0,10.0,5.0,8.420833333333333
205254,MALE,33,0,11.0,6.0,7.4375
205254,MALE,33,0,12.0,0.0,5.041666666666667
205254,MALE,33,0,13.0,1.0,8.004166666666666
205254,MALE,33,0,14.0,2.0,4.55
205254,MALE,33,0,15.0,3.0,7.583333333333333
205254,MALE,33,0,16.0,4.0,4.85
205254,MALE,33,0,17.0,5.0,6.091666666666667
205254,MALE,33,0,18.0,6.0,7.383333333333334
205254,MALE,33,0,20.0,1.0,7.579166666666667
205254,MALE,33,0,21.0,2.0,6.4625
604257,MALE,22,4,1.0,3.0,2.5833333333333335
604257,MALE,22,4,2.0,4.0,6.954166666666667
604257,MALE,22,4,3.0,5.0,3.1458333333333335
604257,MALE,22,4,4.0,6.0,2.8916666666666666
604257,MALE,22,4,5.0,0.0,8.8125
604257,MALE,22,4,6.0,1.0,7.470833333333333
604257,MALE,22,4,7.0,2.0,2.95
604257,MALE,22,4,8.0,3.0,7.3375
604257,MALE,22,4,9.0,4.0,7.0875
604257,MALE,22,4,11.0,6.0,3.0791666666666666
604257,MALE,22,4,12.0,0.0,10.3875
604257,MALE,22,4,13.0,1.0,7.679166666666666
604257,MALE,22,4,14.0,2.0,9.225
604257,MALE,22,4,15.0,3.0,8.0375
604257,MALE,22,4,16.0,4.0,8.8375
604257,MALE,22,4,17.0,5.0,4.2875
604257,MALE,22,4,18.0,6.0,3.1875
604257,MALE,22,4,19.0,0.0,7.120833333333334
604257,MALE,22,4,20.0,1.0,8.204166666666667
604257,MALE,22,4,21.0,2.0,7.925
604257,MALE,22,4,22.0,3.0,3.245833333333333
604013,MALE,30,0,1.0,3.0,9.4125
604013,MALE,30,0,2.0,4.0,5.716666666666667
604013,MALE,30,0,5.0,0.0,7.3125
604013,MALE,30,0,9.0,4.0,6.3625
604013,MALE,30,0,12.0,0.0,5.2375
604013,MALE,30,0,13.0,1.0,7.616666666666666
604013,MALE,30,0,15.0,3.0,9.008333333333333
604013,MALE,30,0,16.0,4.0,6.629166666666666
604013,MALE,30,0,19.0,0.0,8.6625
604013,MALE,30,0,20.0,1.0,6.5125
579436,MALE,30,4,1.0,3.0,8.220833333333333
579436,MALE,30,4,2.0,4.0,9.679166666666667
579436,MALE,30,4,3.0,5.0,7.266666666666667
579436,MALE,30,4,4.0,6.0,9.3
579436,MALE,30,4,5.0,0.0,7.454166666666667
579436,MALE,30,4,6.0,1.0,9.8
579436,MALE,30,4,7.0,2.0,8.6875
579436,MALE,30,4,8.0,3.0,6.958333333333333
579436,MALE,30,4,9.0,4.0,9.4625
579436,MALE,30,4,10.0,5.0,7.091666666666667
579436,MALE,30,4,11.0,6.0,8.525
579436,MALE,30,4,12.0,0.0,9.133333333333333
579436,MALE,30,4,13.0,1.0,9.483333333333333
579436,MALE,30,4,14.0,2.0,9.7125
579436,MALE,30,4,15.0,3.0,5.970833333333333
579436,MALE,30,4,16.0,4.0,6.879166666666666
579436,MALE,30,4,17.0,5.0,6.383333333333334
579436,MALE,30,4,18.0,6.0,10.241666666666667
579436,MALE,30,4,20.0,1.0,7.320833333333334
579436,MALE,30,4,21.0,2.0,10.3625
228774,FEMALE,23,0,1.0,3.0,1.5208333333333333
228774,FEMALE,23,0,2.0,4.0,0.5625
228774,FEMALE,23,0,5.0,0.0,3.725
228774,FEMALE,23,0,6.0,1.0,3.433333333333333
228774,FEMALE,23,0,7.0,2.0,1.0875
228774,FEMALE,23,0,8.0,3.0,1.8791666666666667
228774,FEMALE,23,0,9.0,4.0,3.529166666666667
228774,FEMALE,23,0,12.0,0.0,2.3583333333333334
228774,FEMALE,23,0,13.0,1.0,2.1958333333333333
228774,FEMALE,23,0,14.0,2.0,3.566666666666667
228774,FEMALE,23,0,15.0,3.0,3.466666666666667
228774,FEMALE,23,0,16.0,4.0,3.8333333333333335
228774,FEMALE,23,0,19.0,0.0,2.529166666666667
228774,FEMALE,23,0,20.0,1.0,1.2875
228774,FEMALE,23,0,21.0,2.0,1.6958333333333333
462372,MALE,18,3,1.0,3.0,9.895833333333334
462372,MALE,18,3,2.0,4.0,6.216666666666667
462372,MALE,18,3,4.0,6.0,9.233333333333333
462372,MALE,18,3,6.0,1.0,9.6375
462372,MALE,18,3,7.0,2.0,7.891666666666667
462372,MALE,18,3,8.0,3.0,6.583333333333333
462372,MALE,18,3,9.0,4.0,9.141666666666667
462372,MALE,18,3,11.0,6.0,6.225
462372,MALE,18,3,12.0,0.0,6.920833333333333
462372,MALE,18,3,13.0,1.0,5.704166666666667
462372,MALE,18,3,14.0,2.0,8.708333333333334
462372,MALE,18,3,15.0,3.0,7.954166666666667
462372,MALE,18,3,16.0,4.0,8.016666666666667
462372,MALE,18,3,18.0,6.0,10.658333333333333
462372,MALE,18,3,19.0,0.0,8.766666666666667
462372,MALE,18,3,20.0,1.0,10.170833333333333
462372,MALE,18,3,21.0,2.0,6.725
867327,MALE,25,4,2.0,4.0,4.15
867327,MALE,25,4,5.0,0.0,4.15
867327,MALE,25,4,6.0,1.0,6.133333333333334
867327,MALE,25,4,7.0,2.0,4.833333333333333
867327,MALE,25,4,9.0,4.0,4.729166666666667
867327,MALE,25,4,12.0,0.0,5.479166666666667
867327,MALE,25,4,13.0,1.0,4.470833333333333
867327,MALE,25,4,14.0,2.0,2.9875
867327,MALE,25,4,16.0,4.0,3.7583333333333333
867327,MALE,25,4,19.0,0.0,5.7
867327,MALE,25,4,20.0,1.0,5.466666666666667
867327,MALE,25,4,21.0,2.0,4.395833333333333
232704,MALE,45,4,1.0,3.0,4.0125
232704,MALE,45,4,2.0,4.0,0.7375
232704,MALE,45,4,3.0,5.0,2.4166666666666665
232704,MALE,45,4,4.0,6.0,4.529166666666667
232704,MALE,45,4,5.0,0.0,3.9541666666666666
232704,MALE,45,4,6.0,1.0,3.7916666666666665
232704,MALE,45,4,7.0,2.0,2.0083333333333333
232704,MALE,45,4,8.0,3.0,4.729166666666667
232704,MALE,45,4,9.0,4.0,2.683333333333333
232704,MALE,45,4,10.0,5.0,2.7041666666666666
232704,MALE,45,4,11.0,6.0,4.875
232704,MALE,45,4,12.0,0.0,3.716666666666667
232704,MALE,45,4,13.0,1.0,0.8958333333333334
232704,MALE,45,4,14.0,2.0,5.191666666666666
232704,MALE,45,4,15.0,3.0,3.816666666666667
232704,MALE,45,4,16.0,4.0,4.225
232704,MALE,45,4,17.0,5.0,2.4916666666666667
232704,MALE,45,4,18.0,6.0,3.566666666666667
232704,MALE,45,4,19.0,0.0,3.8916666666666666
232704,MALE,45,4,20.0,1.0,2.591666666666667
232704,MALE,45,4,21.0,2.0,1.7916666666666667
657270,MALE,23,0,1.0,3.0,0.7625
657270,MALE,23,0,2.0,4.0,4.316666666666666
657270,MALE,23,0,4.0,6.0,7.279166666666667
657270,MALE,23,0,7.0,2.0,2.7083333333333335
657270,MALE,23,0,8.0,3.0,4.6875
657270,MALE,23,0,9.0,4.0,1.5875
657270,MALE,23,0,11.0,6.0,6.995833333333334
657270,MALE,23,0,12.0,0.0,2.5791666666666666
657270,MALE,23,0,15.0,3.0,4.6375
657270,MALE,23,0,16.0,4.0,2.308333333333333
657270,MALE,23,0,18.0,6.0,8.875
657270,MALE,23,0,19.0,0.0,3.216666666666667
657270,MALE,23,0,20.0,1.0,2.566666666666667
379590,MALE,29,0,1.0,3.0,4.9125
379590,MALE,29,0,2.0,4.0,7.891666666666667
379590,MALE,29,0,3.0,5.0,7.933333333333334
379590,MALE,29,0,4.0,6.0,6.85
379590,MALE,29,0,5.0,0.0,8.508333333333333
379590,MALE,29,0,6.0,1.0,5.470833333333333
379590,MALE,29,0,7.0,2.0,5.670833333333333
379590,MALE,29,0,8.0,3.0,7.366666666666666
379590,MALE,29,0,9.0,4.0,6.858333333333333
379590,MALE,29,0,10.0,5.0,7.8875
379590,MALE,29,0,11.0,6.0,7.858333333333333
379590,MALE,29,0,12.0,0.0,5.616666666666666
379590,MALE,29,0,14.0,2.0,7.925
379590,MALE,29,0,15.0,3.0,5.0
379590,MALE,29,0,16.0,4.0,7.841666666666667
379590,MALE,29,0,17.0,5.0,5.558333333333334
379590,MALE,29,0,18.0,6.0,9.475
379590,MALE,29,0,19.0,0.0,4.704166666666667
379590,MALE,29,0,20.0,1.0,8.729166666666666
379590,MALE,29,0,21.0,2.0,9.895833333333334
783391,MALE,21,0,1.0,3.0,3.1958333333333333
783391,MALE,21,0,2.0,4.0,0.875
783391,MALE,21,0,4.0,6.0,8.304166666666667
783391,MALE,21,0,5.0,0.0,1.8083333333333333
783391,MALE,21,0,6.0,1.0,2.75
783391,MALE,21,0,7.0,2.0,0.525
783391,MALE,21,0,8.0,3.0,3.9125
783391,MALE,21,0,9.0,4.0,0.4125
783391,MALE,21,0,11.0,6.0,9.179166666666667
783391,MALE,21,0,12.0,0.0,4.15
783391,MALE,21,0,13.0,1.0,4.795833333333333
783391,MALE,21,0,14.0,2.0,3.091666666666667
783391,MALE,21,0,15.0,3.0,1.4166666666666667
783391,MALE,21,0,16.0,4.0,4.9125
783391,MALE,21,0,18.0,6.0,6.2875
783391,MALE,21,0,19.0,0.0,1.5208333333333333
783391,MALE,21,0,20.0,1.0,3.904166666666667
783391,MALE,21,0,21.0,2.0,0.875
201479,MALE,74,2,1.0,3.0,2.4625
201479,MALE,74,2,2.0,4.0,5.025
201479,MALE,74,2,3.0,5.0,0.7458333333333333
201479,MALE,74,2,4.0,6.0,3.1
201479,MALE,74,2,5.0,0.0,5.483333333333333
201479,MALE,74,2,6.0,1.0,5.954166666666667
201479,MALE,74,2,7.0,2.0,5.633333333333334
201479,MALE,74,2,8.0,3.0,7.404166666666667
201479,MALE,74,2,9.0,4.0,2.0125
201479,MALE,74,2,11.0,6.0,2.3833333333333333
201479,MALE,74,2,12.0,0.0,4.7625
201479,MALE,74,2,13.0,1.0,6.5125
201479,MALE,74,2,14.0,2.0,6.533333333333333
201479,MALE,74,2,15.0,3.0,7.445833333333334
201479,MALE,74,2,16.0,4.0,4.133333333333334
201479,MALE,74,2,17.0,5.0,4.625
201479,MALE,74,2,18.0,6.0,2.9
201479,MALE,74,2,19.0,0.0,4.216666666666667
201479,MALE,74,2,20.0,1.0,6.6625
201479,MALE,74,2,21.0,2.0,3.1875
201479,MALE,74,2,22.0,3.0,1.9916666666666667
481090,MALE,50,0,1.0,3.0,1.8666666666666667
481090,MALE,50,0,2.0,4.0,3.6416666666666666
481090,MALE,50,0,3.0,5.0,6.441666666666666
481090,MALE,50,0,4.0,6.0,6.341666666666667
481090,MALE,50,0,5.0,0.0,1.1958333333333333
481090,MALE,50,0,6.0,1.0,1.7375
481090,MALE,50,0,7.0,2.0,1.15
481090,MALE,50,0,8.0,3.0,0.38333333333333336
481090,MALE,50,0,9.0,4.0,2.0625
481090,MALE,50,0,10.0,5.0,6.654166666666667
481090,MALE,50,0,11.0,6.0,6.5125
481090,MALE,50,0,12.0,0.0,0.4166666666666667
481090,MALE,50,0,14.0,2.0,3.629166666666667
481090,MALE,50,0,15.0,3.0,3.5875
481090,MALE,50,0,16.0,4.0,2.879166666666667
481090,MALE,50,0,17.0,5.0,8.108333333333333
481090,MALE,50,0,18.0,6.0,8.375
481090,MALE,50,0,19.0,0.0,3.5
481090,MALE,50,0,20.0,1.0,2.9458333333333333
481090,MALE,50,0,21.0,2.0,2.4458333333333333
178066,MALE,31,3,1.0,3.0,2.5541666666666667
178066,MALE,31,3,2.0,4.0,4.758333333333334
178066,MALE,31,3,3.0,5.0,2.470833333333333
178066,MALE,31,3,4.0,6.0,6.845833333333333
178066,MALE,31,3,5.0,0.0,7.395833333333333
178066,MALE,31,3,7.0,2.0,2.8125
178066,MALE,31,3,8.0,3.0,1.6041666666666667
178066,MALE,31,3,9.0,4.0,2.245833333333333
178066,MALE,31,3,10.0,5.0,2.975
178066,MALE,31,3,11.0,6.0,5.1375
178066,MALE,31,3,12.0,0.0,2.7375
178066,MALE,31,3,13.0,1.0,3.3
178066,MALE,31,3,14.0,2.0,4.225
178066,MALE,31,3,15.0,3.0,1.4
178066,MALE,31,3,16.0,4.0,1.7833333333333334
178066,MALE,31,3,17.0,5.0,2.308333333333333
178066,MALE,31,3,18.0,6.0,7.5875
178066,MALE,31,3,19.0,0.0,4.816666666666666
178066,MALE,31,3,20.0,1.0,0.9958333333333333
178066,MALE,31,3,21.0,2.0,0.9125
888044,FEMALE,22,0,1.0,3.0,1.3416666666666666
888044,FEMALE,22,0,2.0,4.0,1.4458333333333333
888044,FEMALE,22,0,3.0,5.0,0.20833333333333334
888044,FEMALE,22,0,4.0,6.0,0.4
888044,FEMALE,22,0,5.0,0.0,1.1833333333333333
888044,FEMALE,22,0,6.0,1.0,3.375
888044,FEMALE,22,0,7.0,2.0,1.8041666666666667
888044,FEMALE,22,0,8.0,3.0,0.5541666666666667
888044,FEMALE,22,0,9.0,4.0,0.7083333333333334
888044,FEMALE,22,0,10.0,5.0,3.55
888044,FEMALE,22,0,11.0,6.0,3.6875
888044,FEMALE,22,0,12.0,0.0,2.933333333333333
888044,FEMALE,22,0,13.0,1.0,2.4625
888044,FEMALE,22,0,14.0,2.0,2.9375
888044,FEMALE,22,0,15.0,3.0,3.7333333333333334
888044,FEMALE,22,0,16.0,4.0,3.5458333333333334
888044,FEMALE,22,0,17.0,5.0,1.0416666666666667
888044,FEMALE,22,0,18.0,6.0,2.933333333333333
888044,FEMALE,22,0,19.0,0.0,3.3541666666666665
888044,FEMALE,22,0,20.0,1.0,2.2333333333333334
888044,FEMALE,22,0,21.0,2.0,1.7875
324162,MALE,31,0,1.0,3.0,2.029166666666667
324162,MALE,31,0,2.0,4.0,1.9208333333333334
324162,MALE,31,0,5.0,0.0,1.1666666666666667
324162,MALE,31,0,8.0,3.0,1.1833333333333333
324162,MALE,31,0,9.0,4.0,3.2666666666666666
324162,MALE,31,0,12.0,0.0,3.2291666666666665
324162,MALE,31,0,14.0,2.0,3.345833333333333
324162,MALE,31,0,15.0,3.0,3.808333333333333
324162,MALE,31,0,16.0,4.0,2.8875
324162,MALE,31,0,19.0,0.0,2.8666666666666667
324162,MALE,31,0,21.0,2.0,3.95
185706,MALE,51,2,1.0,3.0,3.825
185706,MALE,51,2,2.0,4.0,5.141666666666667
185706,MALE,51,2,3.0,5.0,6.770833333333333
185706,MALE,51,2,4.0,6.0,7.491666666666666
185706,MALE,51,2,5.0,0.0,4.7
185706,MALE,51,2,6.0,1.0,7.408333333333333
185706,MALE,51,2,7.0,2.0,7.733333333333333
185706,MALE,51,2,8.0,3.0,7.008333333333334
185706,MALE,51,2,9.0,4.0,5.725
185706,MALE,51,2,10.0,5.0,7.283333333333333
185706,MALE,51,2,11.0,6.0,3.9791666666666665
185706,MALE,51,2,12.0,0.0,4.575
185706,MALE,51,2,13.0,1.0,3.2333333333333334
185706,MALE,51,2,14.0,2.0,5.954166666666667
185706,MALE,51,2,15.0,3.0,4.641666666666667
185706,MALE,51,2,16.0,4.0,8.004166666666666
185706,MALE,51,2,17.0,5.0,6.4
185706,MALE,51,2,18.0,6.0,6.183333333333334
185706,MALE,51,2,20.0,1.0,3.5083333333333333
185706,MALE,51,2,21.0,2.0,3.4875
651784,MALE,25,0,1.0,3.0,7.083333333333333
651784,MALE,25,0,2.0,4.0,6.320833333333334
651784,MALE,25,0,3.0,5.0,9.658333333333333
651784,MALE,25,0,5.0,0.0,5.520833333333333
651784,MALE,25,0,6.0,1.0,9.729166666666666
651784,MALE,25,0,7.0,2.0,7.691666666666666
651784,MALE,25,0,8.0,3.0,5.3125
651784,MALE,25,0,9.0,4.0,6.266666666666667
651784,MALE,25,0,10.0,5.0,5.845833333333333
651784,MALE,25,0,11.0,6.0,6.633333333333334
651784,MALE,25,0,12.0,0.0,8.25
651784,MALE,25,0,13.0,1.0,6.891666666666667
651784,MALE,25,0,14.0,2.0,8.658333333333333
651784,MALE,25,0,16.0,4.0,6.5625
651784,MALE,25,0,17.0,5.0,8.7375
651784,MALE,25,0,18.0,6.0,5.158333333333333
651784,MALE,25,0,19.0,0.0,6.4
651784,MALE,25,0,20.0,1.0,6.895833333333333
651784,MALE,25,0,21.0,2.0,9.433333333333334
168640,MALE,44,1,1.0,3.0,1.0541666666666667
168640,MALE,44,1,3.0,5.0,2.7041666666666666
168640,MALE,44,1,4.0,6.0,4.65
168640,MALE,44,1,5.0,0.0,5.783333333333333
168640,MALE,44,1,6.0,1.0,4.820833333333334
168640,MALE,44,1,7.0,2.0,3.9833333333333334
168640,MALE,44,1,8.0,3.0,4.583333333333333
168640,MALE,44,1,9.0,4.0,2.4458333333333333
168640,MALE,44,1,10.0,5.0,2.9458333333333333
168640,MALE,44,1,11.0,6.0,4.945833333333334
168640,MALE,44,1,12.0,0.0,8.079166666666667
168640,MALE,44,1,13.0,1.0,2.2416666666666667
168640,MALE,44,1,14.0,2.0,3.558333333333333
168640,MALE,44,1,15.0,3.0,1.9541666666666666
168640,MALE,44,1,16.0,4.0,4.533333333333333
168640,MALE,44,1,17.0,5.0,2.3333333333333335
168640,MALE,44,1,18.0,6.0,5.516666666666667
168640,MALE,44,1,19.0,0.0,7.908333333333333
168640,MALE,44,1,20.0,1.0,3.9916666666666667
168640,MALE,44,1,21.0,2.0,1.4291666666666667
158690,FEMALE,44,2,1.0,3.0,8.133333333333333
158690,FEMALE,44,2,2.0,4.0,6.520833333333333
158690,FEMALE,44,2,3.0,5.0,7.404166666666667
158690,FEMALE,44,2,4.0,6.0,5.341666666666667
158690,FEMALE,44,2,5.0,0.0,4.983333333333333
158690,FEMALE,44,2,6.0,1.0,5.6875
158690,FEMALE,44,2,7.0,2.0,7.5875
158690,FEMALE,44,2,8.0,3.0,5.845833333333333
158690,FEMALE,44,2,9.0,4.0,7.245833333333334
158690,FEMALE,44,2,10.0,5.0,6.208333333333333
158690,FEMALE,44,2,11.0,6.0,4.154166666666667
158690,FEMALE,44,2,12.0,0.0,7.391666666666667
158690,FEMALE,44,2,13.0,1.0,5.754166666666666
158690,FEMALE,44,2,14.0,2.0,6.454166666666667
158690,FEMALE,44,2,15.0,3.0,4.225
158690,FEMALE,44,2,16.0,4.0,5.7
158690,FEMALE,44,2,17.0,5.0,7.708333333333333
158690,FEMALE,44,2,18.0,6.0,7.391666666666667
158690,FEMALE,44,2,19.0,0.0,6.691666666666666
158690,FEMALE,44,2,20.0,1.0,7.691666666666666
158690,FEMALE,44,2,21.0,2.0,6.120833333333334
784616,MALE,19,0,1.0,3.0,2.3833333333333333
784616,MALE,19,0,2.0,4.0,1.0666666666666667
784616,MALE,19,0,3.0,5.0,7.066666666666666
784616,MALE,19,0,4.0,6.0,9.108333333333333
784616,MALE,19,0,5.0,0.0,2.3333333333333335
784616,MALE,19,0,6.0,1.0,3.0708333333333333
784616,MALE,19,0,7.0,2.0,3.4791666666666665
784616,MALE,19,0,8.0,3.0,3.495833333333333
784616,MALE,19,0,9.0,4.0,3.825
784616,MALE,19,0,10.0,5.0,5.45
784616,MALE,19,0,11.0,6.0,7.875
784616,MALE,19,0,12.0,0.0,2.9166666666666665
784616,MALE,19,0,13.0,1.0,2.45
784616,MALE,19,0,14.0,2.0,1.4
784616,MALE,19,0,15.0,3.0,4.2375
784616,MALE,19,0,16.0,4.0,3.0458333333333334
784616,MALE,19,0,17.0,5.0,8.95
784616,MALE,19,0,18.0,6.0,9.125
784616,MALE,19,0,19.0,0.0,3.691666666666667
784616,MALE,19,0,20.0,1.0,1.5916666666666666
784616,MALE,19,0,21.0,2.0,1.3666666666666667
260399,FEMALE,41,0,1.0,3.0,3.9208333333333334
260399,FEMALE,41,0,5.0,0.0,3.6166666666666667
260399,FEMALE,41,0,6.0,1.0,6.391666666666667
260399,FEMALE,41,0,7.0,2.0,3.466666666666667
260399,FEMALE,41,0,8.0,3.0,3.825
260399,FEMALE,41,0,9.0,4.0,6.2375
260399,FEMALE,41,0,12.0,0.0,6.504166666666666
260399,FEMALE,41,0,13.0,1.0,5.5125
260399,FEMALE,41,0,14.0,2.0,6.041666666666667
260399,FEMALE,41,0,15.0,3.0,3.275
260399,FEMALE,41,0,16.0,4.0,5.979166666666667
260399,FEMALE,41,0,19.0,0.0,4.2125
260399,FEMALE,41,0,20.0,1.0,5.558333333333334
260399,FEMALE,41,0,21.0,2.0,7.675
705810,MALE,20,0,1.0,3.0,2.675
705810,MALE,20,0,2.0,4.0,1.2958333333333334
705810,MALE,20,0,3.0,5.0,7.308333333333334
705810,MALE,20,0,5.0,0.0,3.629166666666667
705810,MALE,20,0,6.0,1.0,1.4541666666666666
705810,MALE,20,0,7.0,2.0,1.4833333333333334
705810,MALE,20,0,8.0,3.0,2.683333333333333
705810,MALE,20,0,9.0,4.0,3.1791666666666667
705810,MALE,20,0,10.0,5.0,8.604166666666666
705810,MALE,20,0,12.0,0.0,2.225
705810,MALE,20,0,13.0,1.0,3.3875
705810,MALE,20,0,14.0,2.0,4.3375
705810,MALE,20,0,15.0,3.0,1.3083333333333333
705810,MALE,20,0,16.0,4.0,4.204166666666667
705810,MALE,20,0,17.0,5.0,5.129166666666666
705810,MALE,20,0,19.0,0.0,5.375
705810,MALE,20,0,20.0,1.0,4.8375
705810,MALE,20,0,21.0,2.0,1.7833333333333334
